69 121
1049 749 0.2364
1331 451 0.3591
451 1046 0.6067
1046 1418 0.1088
1418 132 0.7701
132 1410 0.7144
1410 1152 0.0344
991 660 0.0819
847 61 0.2978
1026 336 0.8962
336 1210 0.3890
1117 1259 0.4647
512 778 0.7900
1392 757 0.1375
1306 1290 0.2227
124 661 0.0516
661 418 0.9837
1471 665 0.8530
1362 157 0.0077
157 666 0.9716
26 1236 0.5372
1236 435 0.5535
1156 1270 0.3905
1392 149 0.0162
149 1367 0.6086
259 682 0.0928
536 256 0.2939
1288 1027 0.5972
403 1071 0.3513
231 554 0.2066
554 708 0.4587
708 816 0.5633
797 714 0.8507
714 59 0.6013
59 648 0.3955
648 1186 0.8810
1186 381 0.7575
1236 394 0.0272
648 347 0.6565
347 632 0.7977
659 851 0.1942
1077 37 0.1660
37 1409 0.5401
1010 1038 0.5068
1265 34 0.2648
1009 517 0.5122
517 1104 0.3138
1104 830 0.1055
1259 745 0.4359
693 1370 0.1829
1448 1428 0.1780
153 1142 0.1584
801 947 0.6533
521 141 0.4352
141 731 0.1733
936 1069 0.4270
1288 1453 0.6763
1453 1123 0.4537
1346 1184 0.1575
1184 656 0.7982
1363 513 0.9744
1036 255 0.9812
255 547 0.5718
547 926 0.0885
1122 491 0.8096
829 1125 0.6728
1387 22 0.5172
805 858 0.2772
858 257 0.6767
151 140 0.5309
136 1472 0.3656
1472 192 0.0749
1467 770 0.7870
1498 319 0.2203
618 893 0.8649
240 363 0.4723
363 220 0.8017
1088 1299 0.6825
851 575 0.7093
554 1285 0.1626
97 1053 0.7388
231 155 0.7818
155 754 0.8594
754 1264 0.4518
1050 416 0.6153
1118 1262 0.7018
772 1068 0.8892
1068 404 0.5113
889 120 0.7658
120 1211 0.8582
163 571 0.9753
237 520 0.2574
790 646 0.0053
599 339 0.3470
339 734 0.8943
734 1082 0.3873
319 723 0.9763
723 1281 0.2960
889 798 0.3525
798 234 0.4201
98 94 0.0677
278 677 0.6481
233 489 0.5259
1162 667 0.0173
732 993 0.7470
993 110 0.7525
110 1020 0.3298
1020 752 0.6323
752 711 0.4853
711 1499 0.2691
973 496 0.4058
665 1198 0.2503
1217 1445 0.1066
1445 896 0.2470
896 1235 0.2266
1235 20 0.3094
1458 1427 0.6307
1368 875 0.0888
875 1141 0.2061
179 83 0.8250
708 126 0.0035
126 1486 0.5822
1290 983 0.0598
373 956 0.8591
758 1232 0.1244
1232 1164 0.1484
972 831 0.4850
831 1110 0.5174
1182 1048 0.3503
475 718 0.6440
48 1323 0.7401
217 1241 0.1264
1072 1371 0.9347
1104 487 0.1923
1235 1280 0.9743
579 343 0.3379
1339 1247 0.5438
62 417 0.1863
1247 1365 0.2888
796 1351 0.5543
352 399 0.0081
399 671 0.3023
671 106 0.4402
324 672 0.1604
1449 121 0.6077
545 612 0.1773
573 799 0.3293
220 225 0.3187
719 916 0.1813
916 607 0.4256
607 1340 0.9746
1404 1432 0.4769
192 1044 0.2612
119 910 0.8855
910 843 0.4062
818 986 0.1089
485 817 0.9175
839 1173 0.6127
796 1089 0.1344
95 402 0.1502
831 471 0.6655
385 131 0.3103
131 57 0.1278
1203 429 0.1373
1426 1439 0.0985
111 709 0.2990
709 958 0.6256
794 1243 0.4873
1218 815 0.7657
120 1402 0.8489
1196 333 0.0747
1477 270 0.9200
1006 1213 0.7609
1213 1470 0.2515
245 806 0.6256
59 1353 0.0037
573 570 0.2673
414 1308 0.8426
611 266 0.8337
551 206 0.8774
206 552 0.1812
1221 937 0.4139
937 172 0.4362
734 1154 0.5204
838 613 0.2846
592 248 0.8361
1320 221 0.2268
586 1008 0.0183
9 454 0.3386
16 595 0.3076
133 704 0.4402
1389 1455 0.5876
548 320 0.8424
892 1463 0.6685
228 436 0.6121
1257 909 0.1669
936 392 0.7077
392 1011 0.3488
1363 1098 0.7616
209 1007 0.5128
1007 1330 0.1333
1330 1466 0.5026
1183 862 0.2083
862 930 0.7425
618 401 0.2421
748 989 0.7278
461 1479 0.6705
1178 1188 0.4288
100 201 0.5837
1132 264 0.9176
1443 965 0.8327
965 294 0.0473
479 55 0.0821
55 1424 0.8147
1424 946 0.6984
543 1193 0.5542
31 73 0.2550
894 322 0.3598
100 468 0.3663
468 226 0.1304
226 756 0.2882
970 721 0.6468
808 203 0.9310
934 1022 0.7768
1299 680 0.9711
698 11 0.7901
11 379 0.1629
941 424 0.2348
195 717 0.7706
1098 897 0.7550
897 143 0.5076
1497 826 0.6272
1454 198 0.5751
198 1465 0.6962
642 251 0.5554
1088 268 0.0137
693 877 0.0837
1359 490 0.3881
399 158 0.8947
475 372 0.6802
58 1066 0.2369
301 911 0.1330
911 63 0.1504
67 1220 0.6685
1408 782 0.8059
782 252 0.1836
515 768 0.5375
768 726 0.4127
799 1160 0.6730
1160 541 0.4699
1128 1052 0.8624
373 663 0.0398
1216 1457 0.6833
193 1095 0.5799
312 1034 0.7606
238 664 0.5092
463 1032 0.6566
1070 1047 0.1403
263 736 0.5240
65 328 0.1756
1187 39 0.9371
763 954 0.6896
1108 261 0.2576
318 597 0.9719
579 1079 0.0933
1209 860 0.3776
30 913 0.9289
553 1090 0.2405
796 1101 0.9939
1284 694 0.5728
1234 499 0.2708
1273 1137 0.9841
1294 674 0.9252
674 689 0.1322
689 1111 0.3016
1466 355 0.3556
355 1192 0.5355
733 302 0.0240
161 1376 0.2622
527 102 0.7770
102 1043 0.6031
503 833 0.0133
1325 1158 0.1818
1158 603 0.1240
1230 1314 0.3081
623 1134 0.2857
1134 315 0.5916
315 1379 0.4859
830 620 0.5035
1025 650 0.1697
541 123 0.4030
1482 1014 0.1832
192 1042 0.1456
1441 1401 0.0307
1221 316 0.6665
1323 366 0.7881
366 1400 0.3004
714 610 0.2651
610 138 0.2657
403 452 0.3314
27 296 0.3597
1193 396 0.3393
761 676 0.6610
306 1254 0.0178
1307 1172 0.9115
802 1383 0.9293
937 272 0.7824
194 696 0.6228
696 1003 0.5106
1175 952 0.3539
1387 546 0.8064
563 99 0.0967
163 325 0.4145
584 921 0.4827
1439 1031 0.0166
950 764 0.6007
1122 1473 0.2150
20 89 0.2678
1069 1165 0.8085
54 939 0.5956
265 311 0.5883
1072 776 0.6830
926 863 0.1462
863 931 0.5816
931 1191 0.9220
103 346 0.7409
1427 1468 0.8136
18 1139 0.5848
776 377 0.7512
1295 883 0.8415
267 771 0.2255
1273 25 0.8313
1470 895 0.9549
895 1116 0.7423
1132 1490 0.1563
16 1276 0.9111
1276 12 0.4609
278 741 0.6309
346 1174 0.6245
1174 4 0.6509
868 309 0.7264
820 43 0.6977
43 633 0.0783
633 330 0.0412
374 699 0.9875
1354 1406 0.9924
818 38 0.3660
57 1103 0.2406
1144 1205 0.5487
1286 1150 0.4421
1097 508 0.6020
1081 636 0.9433
636 313 0.3928
352 159 0.6202
1367 1291 0.8775
1230 445 0.2206
771 712 0.3789
95 639 0.7305
676 6 0.6229
53 1343 0.7661
158 303 0.0044
1010 864 0.8145
573 908 0.9488
908 587 0.1256
420 519 0.2539
519 1039 0.3414
1493 78 0.6907
1451 227 0.1361
896 10 0.5294
1020 655 0.1606
1164 577 0.9382
183 308 0.5613
936 1382 0.9659
336 1005 0.7763
682 1207 0.8066
1207 390 0.0801
988 1064 0.0529
816 675 0.6084
1184 729 0.4679
1330 1107 0.5143
1107 236 0.5515
166 1145 0.9729
475 1327 0.2652
615 253 0.5413
89 505 0.1001
1113 629 0.3884
825 1021 0.4129
995 1385 0.2859
1385 258 0.0850
1104 535 0.2425
874 353 0.8308
353 961 0.3167
793 619 0.0085
95 1289 0.3344
160 218 0.6661
534 1302 0.5479
1394 1321 0.3775
287 715 0.6670
438 1135 0.0739
1135 145 0.7224
1356 68 0.5948
469 912 0.1858
912 870 0.4445
870 1446 0.2528
344 681 0.3481
882 957 0.7364
957 1433 0.9667
1065 558 0.9991
1008 1437 0.5187
1246 849 0.7834
1470 1167 0.7767
1014 525 0.5458
1259 1058 0.4993
768 777 0.9777
1323 744 0.8413
156 1398 0.4643
993 982 0.3179
982 1252 0.6461
989 1133 0.7089
529 506 0.8145
141 60 0.3197
1164 624 0.8061
624 940 0.1134
940 679 0.7171
726 1067 0.0744
65 1303 0.7787
363 408 0.6542
759 1024 0.3929
89 919 0.3786
919 755 0.0048
258 1169 0.3366
834 52 0.0511
215 370 0.7940
1382 1076 0.6753
671 878 0.6120
1175 604 0.9864
604 540 0.0892
1143 204 0.0607
1329 432 0.0368
1016 1035 0.2733
158 1239 0.2602
157 1345 0.4939
1300 87 0.0362
30 380 0.5267
586 564 0.5762
564 638 0.4867
60 567 0.6815
215 430 0.4101
469 773 0.1294
1024 1267 0.5905
1136 538 0.0372
214 591 0.1694
260 66 0.3832
1143 898 0.1971
1017 177 0.1139
177 1061 0.6760
875 710 0.2930
710 1100 0.3098
1221 1333 0.0610
978 474 0.5935
764 448 0.6729
1156 1251 0.5876
572 460 0.1840
8 488 0.1296
1195 42 0.4839
508 962 0.7728
577 975 0.7065
963 1120 0.4604
412 789 0.5178
1473 224 0.0042
898 850 0.4388
690 340 0.3774
1094 91 0.8595
60 713 0.8008
400 1415 0.2979
404 1492 0.8093
584 685 0.0430
1295 1429 0.6777
235 464 0.6212
1007 1277 0.8673
219 1278 0.5683
575 876 0.4164
318 116 0.4180
37 117 0.5693
362 213 0.4087
1371 395 0.6968
921 112 0.2986
351 423 0.1464
423 1084 0.9349
896 528 0.8009
722 865 0.8665
126 1414 0.4092
432 368 0.1520
323 871 0.0607
97 556 0.6182
517 621 0.5221
374 670 0.2422
553 1478 0.9495
1108 382 0.0947
1470 0 0.3500
645 335 0.1224
1183 684 0.3643
112 767 0.7765
301 1126 0.7398
837 1483 0.9881
1195 90 0.7349
778 1293 0.2437
288 458 0.8298
1190 641 0.3096
1036 398 0.2711
1189 844 0.4027
844 82 0.0043
765 354 0.2524
233 502 0.8107
508 886 0.8748
638 725 0.2045
551 410 0.1686
243 167 0.3187
797 191 0.9252
945 1375 0.1171
969 1208 0.1794
187 1258 0.6380
1072 1040 0.1511
1223 1181 0.1516
567 350 0.5097
557 1315 0.0355
656 857 0.3346
320 1422 0.7763
1090 593 0.1192
921 1000 0.7427
788 150 0.0715
150 1225 0.3830
723 188 0.5458
353 1349 0.0149
1140 222 0.0103
1031 827 0.7139
944 182 0.7742
216 974 0.2326
1469 872 0.4268
496 766 0.6899
766 334 0.6324
994 1266 0.6088
864 747 0.6425
1198 1462 0.3147
146 1334 0.0178
1214 17 0.3389
1023 735 0.2989
130 276 0.8432
1416 1452 0.1649
1241 903 0.7871
455 804 0.5403
663 905 0.7191
1019 1130 0.2106
640 299 0.6647
1069 1194 0.6155
419 1405 0.9034
620 129 0.8996
1124 36 0.5604
447 1087 0.5394
497 836 0.0096
836 828 0.1505
910 750 0.7115
463 1476 0.6905
657 199 0.6974
1198 1001 0.5053
891 625 0.3119
184 1474 0.5936
1009 358 0.9794
857 1316 0.4533
127 781 0.5853
1498 594 0.5759
894 795 0.9268
1023 784 0.2196
1480 1115 0.4691
1335 539 0.3513
1390 360 0.5481
768 888 0.2624
1247 853 0.8015
1455 387 0.8233
828 466 0.1215
119 75 0.9933
1235 181 0.8510
984 1248 0.2983
1029 444 0.2298
927 431 0.9469
196 1350 0.6579
556 384 0.0358
279 457 0.5906
655 700 0.7295
729 1055 0.8732
992 495 0.9317
1123 705 0.4146
694 1364 0.0418
397 210 0.4843
269 504 0.2722
623 478 0.9495
804 375 0.2295
1392 906 0.3969
962 1092 0.7520
971 341 0.9134
742 884 0.9583
393 852 0.2106
1281 137 0.5814
32 555 0.2017
1375 686 0.0151
397 189 0.9127
110 1377 0.8824
11 421 0.5843
660 780 0.3823
384 695 0.3002
92 826 0.0295
124 152 0.8166
335 525 0.6901
413 875 0.1987
499 837 0.9985
590 1220 0.8288
809 1035 0.7351
699 858 0.8203
405 1316 0.4114
539 1105 0.8645
751 1070 0.5820
535 739 0.1541
65 774 0.1935
316 947 0.4318
1210 1252 0.0678
92 995 0.0306
187 978 0.1119
231 828 0.6748
582 1404 0.5969
137 465 0.3383
784 948 0.3087
194 611 0.6999
651 707 0.4768
815 1110 0.2838
625 1277 0.7750
749 983 0.9241
660 1043 0.3461
307 374 0.9494
959 1214 0.9696
63 859 0.8133
767 1114 0.0367
16 434 0.8165
687 1432 0.7897
189 426 0.1470
60 227 0.2012
447 972 0.5362
63 1047 0.0581
238 763 0.7324
240 765 0.5516
55 234 0.9833
157 634 0.8063
702 806 0.3490
368 1375 0.6376
728 1471 0.7039
435 755 0.7494
85 814 0.0941
153 1498 0.9569
58 375 0.8394
771 1247 0.9701
650 1249 0.8154
757 931 0.3443
421 730 0.8517
1044 1071 0.3106
258 858 0.0329
121 873 0.0736
165 1239 0.5086
1239 1456 0.2518
352 1494 0.2920
1023 1450 0.1029
439 1310 0.0845
1039 1330 0.7694
949 1371 0.7038
964 1208 0.5179
490 1484 0.5976
510 907 0.1570
595 1038 0.1788
427 827 0.7605
186 1173 0.4976
36 729 0.4666
17 1259 0.4802
276 825 0.9075
269 1434 0.8945
840 1491 0.2580
120 968 0.8903
44 822 0.0300
785 980 0.5197
364 400 0.1383
1144 1235 0.5450
953 1245 0.5743
411 1189 0.8560
280 1374 0.4815
1143 1270 0.2452
1378 1464 0.9288
246 1107 0.5685
351 457 0.1485
668 1240 0.9066
878 1114 0.4328
702 1023 0.6078
22 658 0.9151
338 987 0.1017
42 241 0.4898
490 880 0.0316
247 779 0.0953
170 204 0.6344
117 1257 0.9731
849 1201 0.3704
286 317 0.0479
941 1376 0.0380
364 714 0.1923
244 292 0.2341
859 1441 0.3311
487 501 0.4228
412 885 0.2976
475 661 0.3057
358 419 0.3710
242 1275 0.2023
1305 1306 0.1399
727 1476 0.4953
1213 1257 0.0188
536 1488 0.1784
506 664 0.2913
1255 1488 0.1776
98 156 0.6288
202 514 0.8886
451 557 0.8878
265 1227 0.2670
853 1129 0.1370
738 1405 0.8900
25 1348 0.0102
161 558 0.9833
307 622 0.1750
215 1315 0.7754
1241 1386 0.5343
880 1472 0.8236
902 1433 0.1744
289 1361 0.5471
380 1262 0.3742
489 1480 0.7232
907 982 0.2688
1020 1428 0.9426
129 1466 0.3557
865 1310 0.7591
12 825 0.7420
632 1133 0.7634
620 1405 0.9909
503 658 0.7425
642 913 0.9614
204 698 0.5101
79 615 0.2217
412 1093 0.4894
266 722 0.8882
595 1442 0.6203
1035 1315 0.5162
485 1281 0.7431
57 519 0.4258
579 1346 0.2859
389 1184 0.4073
87 647 0.8731
660 931 0.7524
705 949 0.8931
304 1272 0.6049
693 1026 0.3066
299 320 0.1321
666 722 0.9706
720 1199 0.2132
1056 1476 0.8721
1158 1227 0.5149
631 1100 0.3137
485 532 0.4368
890 1287 0.5385
415 1027 0.1531
898 1085 0.6692
284 561 0.2536
179 902 0.1115
6 532 0.1778
544 1446 0.0730
797 962 0.3270
1300 1302 0.5784
323 930 0.5959
603 1468 0.9348
142 1415 0.3652
466 528 0.0628
178 815 0.6882
753 1409 0.8843
1308 1409 0.0541
11 1481 0.0903
461 1329 0.1977
299 1004 0.8210
250 1267 0.5164
1168 1176 0.1567
766 1039 0.4837
510 745 0.8636
101 730 0.9217
0 1449 0.8563
1272 1455 0.5557
232 451 0.7546
701 1316 0.0776
237 1390 0.5001
367 995 0.1015
360 639 0.7975
415 934 0.1217
472 569 0.2998
516 576 0.1064
409 1060 0.9395
1061 1081 0.6147
143 1174 0.8331
865 1243 0.2242
882 896 0.1572
855 1371 0.8150
450 592 0.2215
494 851 0.3445
195 1020 0.2509
919 980 0.6480
927 1157 0.1800
134 343 0.6827
568 1436 0.0700
924 1194 0.3801
1023 1102 0.6471
646 1471 0.4157
632 1452 0.7425
519 1147 0.5641
104 871 0.9248
30 90 0.1230
466 969 0.2194
7 1281 0.8505
728 1058 0.6351
649 686 0.8727
1331 1489 0.8197
744 1378 0.3989
523 845 0.3833
72 862 0.0500
603 1474 0.5205
1028 1109 0.7429
773 1379 0.3602
544 704 0.1483
930 1417 0.0614
574 1458 0.8214
948 1175 0.3530
286 451 0.6041
134 628 0.6736
36 1439 0.5794
18 1156 0.4711
836 1161 0.4301
157 377 0.7940
185 416 0.0801
288 1340 0.3076
695 1043 0.3975
253 1244 0.3799
195 1121 0.0306
0 1059 0.7715
257 1407 0.7937
896 1025 0.1404
339 540 0.5979
152 817 0.9003
554 752 0.2466
361 1301 0.0360
293 530 0.6677
1068 1357 0.3336
643 860 0.5341
317 836 0.7372
439 882 0.1325
130 654 0.6929
48 975 0.8921
239 684 0.2239
829 849 0.2306
596 1097 0.4294
979 1154 0.9722
306 348 0.5311
633 1185 0.2259
149 1133 0.2361
1040 1054 0.9681
462 965 0.7071
194 1458 0.7812
286 1075 0.2950
749 864 0.5785
107 404 0.0374
577 1499 0.2211
381 971 0.4789
910 916 0.2608
668 1354 0.6581
17 676 0.8979
224 1295 0.6638
531 1216 0.6812
87 422 0.0060
119 747 0.4283
461 1368 0.9934
202 333 0.6564
116 459 0.6802
147 1185 0.2620
97 665 0.3554
1250 1386 0.9704
305 754 0.1763
1210 1448 0.6913
605 734 0.6044
706 1474 0.9827
750 877 0.6198
30 1186 0.4235
1348 1438 0.5343
280 746 0.1137
265 881 0.8498
921 989 0.7377
1245 1284 0.8975
54 1092 0.6267
1130 1333 0.2413
422 1138 0.8360
125 1230 0.4959
656 796 0.1894
534 550 0.0989
1067 1362 0.5737
366 657 0.9487
76 717 0.7492
129 628 0.8853
111 134 0.2947
26 1397 0.8393
809 999 0.4429
905 1167 0.3058
349 729 0.5645
173 231 0.8071
65 1078 0.6080
88 381 0.5384
261 753 0.3715
195 555 0.0294
550 1135 0.6550
247 1469 0.7496
451 1268 0.0720
759 827 0.6059
770 1004 0.2217
328 893 0.8778
420 1294 0.0147
164 690 0.3916
110 176 0.6580
772 1012 0.7821
1277 1326 0.8652
747 1412 0.5520
453 917 0.8492
773 901 0.4020
4 1412 0.5052
142 651 0.0701
686 1106 0.3963
647 1363 0.0384
411 861 0.2533
397 1311 0.5209
745 1271 0.7692
579 1303 0.6186
167 1481 0.4711
915 1137 0.1977
708 1139 0.0492
572 639 0.5094
903 1194 0.1390
850 1025 0.3978
581 1268 0.4287
99 1325 0.8292
688 1294 0.5539
604 640 0.6742
190 1295 0.6195
283 692 0.8395
0 681 0.2313
738 1313 0.1086
37 639 0.7438
256 1494 0.5206
449 730 0.8273
548 746 0.9193
744 947 0.8045
451 1309 0.9470
974 1106 0.4220
587 630 0.2898
86 547 0.3532
228 1323 0.0423
1393 1426 0.8674
363 1471 0.1570
468 727 0.3052
1244 1428 0.8748
551 1107 0.1919
1025 1087 0.1639
362 1473 0.0572
755 1423 0.5712
894 1386 0.9078
552 899 0.5086
221 954 0.2623
118 1072 0.5877
512 1296 0.4208
317 678 0.4744
12 39 0.5519
159 837 0.6421
357 595 0.4905
303 1073 0.6025
211 1363 0.9079
748 1161 0.6753
8 1493 0.4399
9 349 0.1128
854 1053 0.4641
488 672 0.5226
102 1128 0.2462
199 1106 0.7657
463 520 0.7969
632 843 0.6140
541 1127 0.0825
395 949 0.1050
359 499 0.6319
489 1141 0.2870
423 948 0.3186
659 1124 0.0369
924 1001 0.6496
0 302 0.4064
464 580 0.9403
261 811 0.9219
17 717 0.0941
414 705 0.2182
691 1085 0.6807
811 972 0.8978
54 1428 0.4025
828 1211 0.5085
749 1475 0.1349
37 580 0.8297
57 1489 0.5799
242 795 0.9778
139 1099 0.1901
782 1380 0.3517
169 596 0.7227
220 931 0.7774
63 133 0.2206
239 1277 0.6818
267 641 0.6699
684 702 0.3675
243 1098 0.2210
414 1408 0.6849
161 297 0.3980
1010 1496 0.4544
302 369 0.3564
759 957 0.3722
6 214 0.0605
806 1201 0.9825
122 535 0.9850
571 1300 0.7368
139 349 0.7621
741 1254 0.2154
456 1247 0.8753
193 669 0.4462
1042 1394 0.7901
412 959 0.0898
462 1256 0.9025
140 567 0.3322
254 1088 0.7751
154 917 0.5416
1013 1409 0.7405
580 630 0.8237
932 1182 0.3616
677 929 0.8857
722 843 0.5863
276 1242 0.2290
300 1301 0.5207
672 1090 0.5290
487 534 0.4983
1238 1251 0.0527
4 254 0.4526
35 719 0.1407
893 1032 0.5515
1310 1382 0.9812
816 914 0.7009
353 361 0.3117
1106 1465 0.7256
464 883 0.2410
341 1144 0.5070
167 1345 0.8613
1309 1336 0.2218
460 1485 0.1466
493 1059 0.6925
56 72 0.2698
244 888 0.7140
270 526 0.9926
318 1171 0.7909
896 1010 0.6504
41 358 0.8785
253 463 0.3188
138 826 0.4052
821 1015 0.0778
125 604 0.1806
272 900 0.0391
236 312 0.3727
110 1137 0.2375
253 681 0.4217
648 1364 0.0579
82 506 0.3262
366 938 0.9833
443 956 0.0988
701 1498 0.6576
689 1454 0.2023
257 579 0.6683
337 526 0.3953
846 1045 0.5208
841 995 0.6002
11 519 0.4349
815 1078 0.7985
823 889 0.2195
901 1444 0.1483
748 1429 0.1098
708 1060 0.8775
1032 1380 0.6616
89 570 0.0043
953 986 0.2403
640 796 0.1117
130 1192 0.9416
329 645 0.3127
636 1417 0.5061
130 1065 0.6307
22 1124 0.5738
996 1389 0.3859
589 1399 0.3643
335 564 0.5636
592 766 0.5053
581 1332 0.2419
855 1068 0.5048
1133 1326 0.8731
332 610 0.9671
669 1166 0.8721
2 505 0.6462
892 1409 0.4458
652 812 0.8798
463 980 0.9528
82 673 0.9411
287 1347 0.5972
79 563 0.5845
193 661 0.3618
40 198 0.8959
401 1042 0.2334
1218 1245 0.2324
422 1135 0.5325
297 1486 0.0754
178 1007 0.7925
643 862 0.3505
333 806 0.3739
576 1293 0.8163
102 1192 0.2215
332 641 0.6456
215 668 0.8712
292 874 0.9117
399 1105 0.3040
369 838 0.7164
320 718 0.0626
620 1174 0.0776
672 1174 0.4364
406 1147 0.4598
720 1109 0.5544
770 1170 0.8773
346 780 0.7028
860 1339 0.3356
576 890 0.0400
114 1265 0.5733
1176 1465 0.0637
35 547 0.1023
296 632 0.7898
526 692 0.1329
364 1393 0.6451
53 1318 0.8660
4 586 0.3274
1061 1113 0.5124
379 563 0.6976
177 1089 0.4048
280 996 0.5503
453 986 0.8027
965 1495 0.9985
360 1014 0.9436
343 807 0.9293
774 1243 0.5720
409 590 0.1295
404 1240 0.7581
772 1099 0.4832
134 1484 0.9984
11 999 0.3259
88 621 0.5074
113 653 0.9990
225 1479 0.4154
580 818 0.8110
522 611 0.3311
570 1381 0.6165
126 1196 0.7611
1205 1354 0.3840
151 930 0.2147
836 1359 0.1306
1226 1227 0.7186
494 1443 0.6718
413 1113 0.6052
373 540 0.4751
337 1042 0.0023
77 109 0.1722
684 1093 0.1757
165 807 0.0715
739 881 0.8940
206 453 0.1687
640 794 0.3005
1127 1192 0.7096
3 63 0.4770
443 1293 0.2824
178 297 0.5741
403 729 0.2783
17 549 0.5380
625 1494 0.0547
36 1347 0.6098
279 1406 0.5635
42 518 0.7660
926 1230 0.9575
68 1027 0.3907
733 987 0.9486
1174 1326 0.9897
1177 1296 0.2651
754 797 0.7360
341 821 0.9702
138 1311 0.3181
727 946 0.6283
839 1450 0.2718
171 936 0.1592
908 1137 0.4130
347 688 0.2959
286 1402 0.7331
513 742 0.6686
201 663 0.7598
212 731 0.3395
796 1068 0.5200
227 900 0.4196
257 1259 0.4099
281 710 0.8525
22 78 0.5369
685 730 0.9309
96 1230 0.8217
595 1495 0.5878
276 482 0.4685
48 333 0.9199
136 1003 0.5980
60 1141 0.1110
668 771 0.4401
123 491 0.9975
1250 1396 0.2362
955 1215 0.7422
621 1401 0.2348
52 1020 0.3921
576 947 0.6557
709 1300 0.5589
790 1014 0.9170
314 603 0.5464
360 1183 0.3340
505 603 0.8452
609 1101 0.7299
372 1113 0.2756
210 286 0.3235
375 1234 0.9359
963 1158 0.0774
11 141 0.2583
1370 1374 0.4803
400 928 0.3383
862 1216 0.4518
551 1464 0.1636
237 1120 0.8507
403 887 0.8743
343 936 0.9991
1371 1436 0.5932
43 129 0.0766
688 978 0.9191
532 1438 0.8821
252 1045 0.4364
985 1126 0.5931
773 905 0.6643
268 1382 0.2716
476 1452 0.1195
297 1439 0.8659
478 1484 0.2409
172 763 0.2965
313 440 0.2599
1205 1222 0.3092
91 1478 0.8714
387 1434 0.9876
145 667 0.0774
940 1101 0.7969
384 789 0.2530
659 680 0.8974
135 624 0.6827
327 547 0.5852
560 1150 0.8754
433 1152 0.6672
1139 1209 0.5021
357 789 0.5325
743 1340 0.4979
421 1140 0.4692
120 601 0.3051
112 1411 0.8184
208 1233 0.0774
964 1362 0.5241
542 662 0.8741
436 1274 0.8385
70 1314 0.7570
1265 1400 0.2938
953 1186 0.9818
1391 1402 0.3478
60 865 0.5304
535 1276 0.5792
548 728 0.9948
158 1463 0.4809
1381 1447 0.6048
436 1473 0.1163
389 1267 0.0705
193 951 0.0187
328 1374 0.4877
939 1211 0.9425
15 1440 0.1222
846 962 0.2104
775 1154 0.0135
775 1376 0.3886
821 1105 0.3013
227 684 0.0160
205 1361 0.9618
445 697 0.4630
401 465 0.7397
775 1124 0.9457
593 1478 0.3980
682 1078 0.0146
538 1285 0.7713
58 838 0.7281
980 1364 0.7227
355 669 0.7329
657 803 0.6358
895 1111 0.4576
636 905 0.7177
7 623 0.3125
764 789 0.2489
691 1224 0.1008
98 411 0.9390
1456 1458 0.9328
571 1206 0.3546
373 751 0.7837
16 874 0.6103
3 1433 0.1554
274 478 0.9369
134 183 0.9015
212 924 0.7868
139 1498 0.9650
790 973 0.2597
455 1487 0.8337
907 1081 0.9619
104 204 0.1770
331 656 0.8671
686 1133 0.6476
407 990 0.5647
619 770 0.2267
291 725 0.8438
325 880 0.3504
281 1318 0.2962
177 803 0.0791
1138 1272 0.0790
93 1023 0.8542
690 1215 0.5752
100 178 0.8965
127 954 0.0124
209 737 0.4571
423 955 0.9032
1082 1303 0.4829
106 997 0.8740
836 1188 0.5935
315 736 0.3338
87 1197 0.2090
937 1411 0.6556
80 1376 0.9355
87 421 0.4124
394 903 0.8783
1037 1286 0.5137
806 1309 0.9512
209 948 0.0011
646 1335 0.8901
77 883 0.5622
257 786 0.2508
278 435 0.8439
85 148 0.6597
279 943 0.9056
41 1345 0.5840
215 783 0.1489
187 414 0.5367
32 1253 0.8758
155 752 0.1877
45 593 0.7231
219 947 0.8986
217 1034 0.5069
848 1244 0.6538
722 741 0.7284
1132 1386 0.3429
39 906 0.3412
275 1453 0.2031
302 941 0.2843
437 490 0.8527
611 834 0.3111
644 1273 0.9294
57 172 0.1302
522 1398 0.2656
715 930 0.0267
109 920 0.1599
214 884 0.4713
81 765 0.1032
171 428 0.1533
531 1222 0.2875
168 915 0.2088
906 1435 0.3656
788 1297 0.1016
685 1334 0.5177
819 1442 0.2314
404 1144 0.2924
991 1374 0.2251
619 1126 0.3451
36 196 0.6288
545 1313 0.7162
210 1078 0.4532
204 611 0.0287
684 978 0.1818
170 251 0.0344
223 367 0.0321
532 795 0.8445
336 901 0.3566
392 904 0.6923
372 1157 0.4767
431 682 0.2663
930 1238 0.5425
11 279 0.8045
795 1226 0.5957
269 795 0.6918
621 1022 0.8747
345 1157 0.3089
123 1117 0.3545
258 959 0.1316
12 368 0.2871
846 1324 0.8795
392 977 0.8210
435 1441 0.8653
358 795 0.6616
219 681 0.6944
430 619 0.0312
616 1301 0.1622
886 1100 0.5153
442 1156 0.2280
649 1424 0.6239
981 1003 0.8137
378 1341 0.0278
240 557 0.5872
714 1100 0.0342
672 1070 0.3059
815 857 0.3726
1229 1313 0.3804
409 500 0.7356
659 1439 0.8933
175 1387 0.1506
264 1178 0.7266
58 978 0.6467
130 1044 0.9945
993 1249 0.8754
251 1119 0.5024
251 869 0.3945
354 391 0.7624
163 554 0.8993
